match_id,player_id,player,team,period,minute,second,x,y,distance,inside_box,play_pattern,outcome,is_goal,shot_type,body_part,technique,first_time,under_pressure,xg
3913148,19777.0,Niamh Fahey,Liverpool WFC,1,38,24,113.7,35.4,7.8,Inside box,From Corner,Off T,0,Open Play,Head,Normal,False,False,0.083072945
3913148,18146.0,Leanne Kiernan,Liverpool WFC,1,39,20,102.8,48.9,19.4,Inside box,Regular Play,Off T,0,Open Play,Right Foot,Normal,True,False,0.059537303
3913148,322359.0,Ceri Holland,Liverpool WFC,1,40,32,110.6,33.3,11.5,Inside box,Regular Play,Saved,0,Open Play,Right Foot,Normal,True,False,0.13869968
3913148,18146.0,Leanne Kiernan,Liverpool WFC,1,40,34,111.9,39.3,8.1,Inside box,Regular Play,Goal,1,Open Play,Right Foot,Normal,True,True,0.7510731
3913148,10196.0,Kirsty Smith,West Ham United LFC,1,50,13,106.1,35.1,14.7,Inside box,Regular Play,Off T,0,Open Play,Right Foot,Normal,True,False,0.07449393
3913148,401930.0,Riko Ueki,West Ham United LFC,1,51,20,110.5,54.7,17.5,Inside box,Regular Play,Saved,0,Open Play,Right Foot,Normal,False,False,0.06293301
3913148,25834.0,Viviane Asseyi,West Ham United LFC,1,51,23,103.1,33.2,18.2,Inside box,Regular Play,Off T,0,Open Play,Left Foot,Half Volley,True,False,0.12387
3913148,31157.0,Hawa Cissoko,West Ham United LFC,2,48,8,113.1,32.1,10.5,Inside box,From Corner,Off T,0,Open Play,Right Foot,Backheel,True,True,0.04683459
3913148,24237.0,Missy Bo Kearns,Liverpool WFC,2,49,54,112.8,34.9,8.8,Inside box,From Throw In,Goal,1,Open Play,Head,Normal,False,False,0.12925811
3913148,322359.0,Ceri Holland,Liverpool WFC,2,55,11,102.9,35.3,17.7,Inside box,From Free Kick,Saved,0,Open Play,Right Foot,Normal,False,False,0.07345499
